match_id,event,date,map,map_num,player,agent,rating,acs,kills,deaths,assists,plus_minus,kast,adr,hs_perc,first_kills,first_deaths,plus_minus_f,clutches,role,igl,result,kd_ratio,year
427996,amer_k_25,2025-01-18,pearl,3,zellsis,vyse,0.85,144,10,14,8,-4,0.86,105,0.3,1,3,-2,1,sentinel,no,w,0.7142857142857143,2025
427996,amer_k_25,2025-01-31,lotus,1,zekken,yoru,1.07,230,20,16,4,4,0.75,145,0.25,3,6,-3,0,duelist,no,l,1.25,2025
427996,amer_k_25,2025-01-31,lotus,1,n4rrate,breach,1.03,175,14,17,10,-3,0.75,128,0.19,0,1,-1,1,flex,no,l,0.8235294117647058,2025
427996,amer_k_25,2025-01-31,lotus,1,zellsis,vyse,1.01,205,15,18,11,-3,0.75,133,0.17,3,3,0,0,sentinel,no,l,0.8333333333333334,2025
427996,amer_k_25,2025-01-31,lotus,1,bang,omen,0.86,184,16,19,6,-3,0.67,117,0.29,2,3,-1,0,controller,no,l,0.8421052631578947,2025
427996,amer_k_25,2025-01-31,lotus,1,johnqt,tejo,0.77,116,9,14,5,-5,0.63,84,0.22,0,3,-3,0,scan,yes,l,0.6428571428571429,2025
427996,amer_k_25,2025-01-31,pearl,2,zekken,yoru,1.35,277,23,17,11,6,0.83,176,0.2,5,2,3,0,duelist,no,w,1.3529411764705883,2025
427996,amer_k_25,2025-01-31,pearl,2,johnqt,tejo,1.24,197,18,14,6,4,0.79,136,0.29,2,1,1,0,scan,yes,w,1.2857142857142858,2025
427996,amer_k_25,2025-01-31,pearl,2,zellsis,vyse,0.95,162,12,13,8,-1,0.67,101,0.16,1,5,-4,0,sentinel,no,w,0.9230769230769231,2025
427996,amer_k_25,2025-01-31,pearl,2,n4rrate,fade,0.94,160,13,15,10,-2,0.67,106,0.15,1,2,-1,0,flex,no,w,0.8666666666666667,2025
427996,amer_k_25,2025-01-31,pearl,2,bang,astra,0.91,159,14,14,6,0,0.79,108,0.34,2,3,-1,0,controller,no,w,1.0,2025
427996,amer_k_25,2025-01-31,split,3,bang,omen,1.27,216,18,13,5,5,0.77,128,0.28,1,1,0,1,controller,no,w,1.3846153846153846,2025
427996,amer_k_25,2025-01-31,split,3,zekken,yoru,1.21,252,18,14,6,4,0.86,161,0.26,7,4,3,1,duelist,no,w,1.2857142857142858,2025
427996,amer_k_25,2025-01-31,split,3,johnqt,tejo,1.12,237,18,15,5,3,0.77,164,0.26,2,0,2,0,scan,yes,w,1.2,2025
427996,amer_k_25,2025-01-31,split,3,zellsis,viper,1.1,205,18,15,2,3,0.68,120,0.18,1,3,-2,1,sentinel,no,w,1.2,2025
427996,amer_k_25,2025-01-31,split,3,n4rrate,breach,0.68,115,9,15,9,-6,0.73,69,0.06,0,3,-3,0,flex,no,w,0.6,2025
427996,amer_k_25,2025-02-06,abyss,1,zellsis,kayo,1.31,268,20,16,6,4,0.7,163,0.34,2,0,2,0,sentinel,no,l,1.25,2025
427996,amer_k_25,2025-02-06,abyss,1,bang,astra,0.84,167,11,13,5,-2,0.75,122,0.28,1,4,-3,1,controller,no,l,0.8461538461538461,2025
427996,amer_k_25,2025-02-06,abyss,1,zekken,jett,0.73,167,11,14,2,-3,0.6,111,0.16,4,3,1,1,duelist,no,l,0.7857142857142857,2025
427996,amer_k_25,2025-02-06,abyss,1,johnqt,sova,0.66,132,9,14,4,-5,0.65,90,0.32,0,0,0,0,scan,yes,l,0.6428571428571429,2025
427996,amer_k_25,2025-02-06,abyss,1,n4rrate,omen,0.29,104,6,18,7,-12,0.5,70,0.39,1,5,-4,0,flex,no,l,0.3333333333333333,2025
427996,amer_k_25,2025-02-06,pearl,2,n4rrate,fade,1.27,268,19,15,7,4,0.85,185,0.28,1,3,-2,1,flex,no,l,1.2666666666666666,2025
427996,amer_k_25,2025-02-06,pearl,2,bang,astra,1.05,191,14,14,9,0,0.7,116,0.33,1,2,-1,1,controller,no,l,1.0,2025
427996,amer_k_25,2025-02-06,pearl,2,zekken,yoru,0.84,219,15,19,5,-4,0.7,131,0.3,4,1,3,0,duelist,no,l,0.7894736842105263,2025
427996,amer_k_25,2025-02-06,pearl,2,johnqt,tejo,0.7,140,9,15,4,-6,0.6,96,0.27,1,1,0,0,scan,yes,l,0.6,2025
427996,amer_k_25,2025-02-06,pearl,2,zellsis,vyse,0.69,149,9,16,4,-7,0.7,115,0.26,2,4,-2,0,sentinel,no,l,0.5625,2025
427996,amer_k_25,2025-02-07,lotus,1,n4rrate,fade,1.64,270,19,9,5,10,0.75,174,0.26,1,1,0,1,flex,no,w,2.111111111111111,2025
427996,amer_k_25,2025-02-07,lotus,1,zellsis,vyse,1.52,313,24,12,5,12,0.7,209,0.33,3,1,2,0,sentinel,no,w,2.0,2025
427996,amer_k_25,2025-02-07,lotus,1,johnqt,viper,1.1,140,10,10,10,0,0.7,89,0.27,1,0,1,0,scan,yes,w,1.0,2025
427996,amer_k_25,2025-02-07,lotus,1,bang,omen,1.02,186,13,13,6,0,0.7,102,0.35,4,2,2,0,controller,no,w,1.0,2025
427996,amer_k_25,2025-02-07,lotus,1,zekken,raze,0.79,178,10,14,5,-4,0.75,138,0.23,3,4,-1,0,duelist,no,w,0.7142857142857143,2025
427996,amer_k_25,2025-02-07,abyss,2,zellsis,kayo,1.42,280,18,13,17,5,0.78,158,0.24,1,1,0,0,sentinel,no,w,1.3846153846153846,2025
427996,amer_k_25,2025-02-07,abyss,2,bang,astra,1.4,224,13,9,14,4,0.83,149,0.38,3,0,3,0,controller,no,w,1.4444444444444444,2025
427996,amer_k_25,2025-02-07,abyss,2,zekken,jett,1.28,234,17,11,4,6,0.78,181,0.33,4,4,0,0,duelist,no,w,1.5454545454545454,2025
427996,amer_k_25,2025-02-07,abyss,2,johnqt,sova,1.24,178,11,9,10,2,0.94,125,0.3,3,1,2,0,scan,yes,w,1.2222222222222223,2025
427996,amer_k_25,2025-02-07,abyss,2,n4rrate,omen,1.16,229,14,13,13,1,0.89,148,0.22,1,0,1,1,flex,no,w,1.0769230769230769,2025
427996,amer_k_25,2025-02-07,pearl,3,johnqt,tejo,1.06,184,27,28,8,-1,0.73,126,0.25,2,5,-3,1,scan,yes,l,0.9642857142857143,2025
427996,amer_k_25,2025-02-07,pearl,3,bang,astra,1.03,201,24,30,25,-6,0.85,142,0.38,2,3,-1,1,controller,no,l,0.8,2025
427996,amer_k_25,2025-02-07,pearl,3,zellsis,vyse,1.0,224,31,32,10,-1,0.7,153,0.33,5,1,4,1,sentinel,no,l,0.96875,2025
427996,amer_k_25,2025-02-07,pearl,3,zekken,yoru,0.96,233,32,31,10,1,0.63,144,0.24,9,9,0,0,duelist,no,l,1.032258064516129,2025
427996,amer_k_25,2025-02-07,pearl,3,n4rrate,fade,0.84,148,19,29,13,-10,0.73,93,0.15,0,4,-4,1,flex,no,l,0.6551724137931034,2025
427996,amer_k_25,2025-02-07,split,4,zekken,yoru,1.56,310,23,14,7,9,0.75,184,0.24,6,4,2,1,duelist,no,w,1.6428571428571428,2025
427996,amer_k_25,2025-02-07,split,4,n4rrate,breach,1.19,200,15,10,7,5,0.8,109,0.26,1,1,0,1,flex,no,w,1.5,2025
427996,amer_k_25,2025-02-07,split,4,zellsis,viper,1.13,191,12,12,11,0,0.7,137,0.19,1,1,0,0,sentinel,no,w,1.0,2025
427996,amer_k_25,2025-02-07,split,4,johnqt,tejo,0.93,175,11,12,6,-1,0.8,121,0.13,2,1,1,0,scan,yes,w,0.9166666666666666,2025
