match_id,event,year,map,player,agent,rating,acs,kills,deaths,assists,plus_minus_kd,kast,adr,hs_perc,first_kills,first_deaths,plus_minus_fkd,clutches
596422,americas_kickoff_2026,2026,corrode,reduxx,omen,0.49,123,9,/ 20 /,9,-11,54%,79,37%,5,6,-1,0
596422,americas_kickoff_2026,2026,split,reduxx,yoru,1.35,294,34,/ 22 /,6,12,77%,196,32%,6,5,1,0
596422,americas_kickoff_2026,2026,split,johnqt,omen,1.33,220,22,/ 17 /,14,5,80%,153,29%,1,2,-1,2
596422,americas_kickoff_2026,2026,split,cortezia,viper,0.84,200,19,/ 19 /,6,0,77%,125,20%,2,1,1,1
596422,americas_kickoff_2026,2026,split,kyu,fade,0.63,143,14,/ 24 /,7,-10,67%,94,15%,1,2,-1,0
596422,americas_kickoff_2026,2026,split,n4rrate,waylay,0.6,162,15,/ 26 /,10,-11,73%,107,15%,5,5,0,0
596422,americas_kickoff_2026,2026,corrode,reduxx,waylay,1.17,176,15,/ 12 /,4,3,78%,121,16%,4,6,-2,0
596422,americas_kickoff_2026,2026,corrode,kyu,sova,1.15,237,18,/ 16 /,5,2,65%,157,26%,3,2,1,0
596422,americas_kickoff_2026,2026,corrode,n4rrate,neon,1.02,248,20,/ 18 /,5,2,70%,155,24%,5,1,4,0
596422,americas_kickoff_2026,2026,corrode,johnqt,omen,0.79,126,9,/ 15 /,15,-6,74%,85,24%,0,0,0,0
596422,americas_kickoff_2026,2026,corrode,cortezia,viper,0.73,139,12,/ 18 /,2,-6,65%,97,38%,1,1,0,0
596422,americas_kickoff_2026,2026,bind,n4rrate,chamber,1.14,248,21,/ 20 /,2,1,73%,154,21%,8,4,4,0
596422,americas_kickoff_2026,2026,bind,cortezia,viper,0.95,209,20,/ 19 /,3,1,58%,141,38%,1,3,-2,0
596422,americas_kickoff_2026,2026,bind,way,waylay,0.85,191,18,/ 18 /,2,0,62%,123,32%,2,4,-2,0
596422,americas_kickoff_2026,2026,bind,kyu,skye,0.71,129,12,/ 17 /,9,-5,65%,77,24%,0,4,-4,0
596422,americas_kickoff_2026,2026,bind,johnqt,brimstone,0.64,89,7,/ 17 /,5,-10,62%,64,23%,0,0,0,1
